company,specific_location,REF,review_date,cocoa_percentage,company_location,rating,bean_type,general_location,lon,lat
Fruition,Gran Couva,1347,2014,70%,U.S.A.,3.75,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Fruition,Maranon,1359,2014,76%,U.S.A.,3.0,Forastero (Nacional),Peru,-75.0458515,-6.8699697
Fruition,La Red,1046,2013,70%,U.S.A.,3.75, ,Dominican Republic,-70.3028026,19.0974031
Fruition,Camino Verde,1185,2013,75%,U.S.A.,3.0, ,Ecuador,-79.3666965,-1.3397668
Fruition,Peru,863,2012,70%,U.S.A.,2.5, ,Peru,-75.0458515,-6.8699697
Fruition,Signature Blend,753,2011,66%,U.S.A.,3.25,Trinitario,Costa Rica,-84.0739102,10.2735633
Fruition,Costa Rica,781,2011,70%,U.S.A.,3.0, ,Costa Rica,-84.0739102,10.2735633
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85%,U.S.A.,2.5,Blend,Hawaii,-155.42837009716908,19.593801499999998
Georgia Ramon,Akesson P.,1642,2015,65%,Germany,3.25,Trinitario,Madagascar,46.4416422,-18.9249604
Georgia Ramon,ABOCFA Coop,1642,2015,70%,Germany,4.0,Forastero,Ghana,-1.0800271,8.0300284
Georgia Ramon,Conacado Coop,1646,2015,70%,Germany,3.5,Trinitario,Domincan Republic,0,0
Georgia Ramon,Conacado Coop,1646,2015,80%,Germany,3.5,Trinitario,Domincan Republic,0,0
Georgia Ramon,Akesson P.,1646,2015,75%,Germany,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
Glennmade,"Toledo District, 2015 Harvest",1848,2016,70%,U.S.A.,3.5, ,Belize,-88.7600927,16.8259793
Glennmade,Bahia,1672,2015,66%,U.S.A.,3.0,"Trinitario, Forastero",Brazil,-53.2,-10.3333333
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77%,U.S.A.,2.75, ,Mexico,-100.000037,22.5000485
Goodnow Farms,"El Carmen, batch 1003",1924,2016,77%,U.S.A.,3.25, ,Nicaragua,-85.2936911,12.6090157
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77%,U.S.A.,3.25, ,Guatemala,-89.8988087,15.6356088
Grand Place,"Ben Tre, Dong Nai",741,2011,72%,Vietnam,3.0,Trinitario,Vietnam,108.4265113,13.2904027
Green & Black's (ICAM),Dark,15,2006,70%,U.K.,2.5, , ,0,0
Green Bean to Bar,Madagascar,1896,2016,70%,Japan,3.5, ,Madagascar,46.4416422,-18.9249604
Grenada Chocolate Co.,Grenada,494,2010,82%,Grenada,3.25,Trinitario,Grenada,-61.6904045,12.1360374
Grenada Chocolate Co.,Grenada,363,2009,60%,Grenada,2.75,Trinitario,Grenada,-61.6904045,12.1360374
Grenada Chocolate Co.,Grenada,241,2008,71%,Grenada,2.5,Trinitario,Grenada,-61.6904045,12.1360374
Guido Castagna,Arriba,355,2009,64%,Italy,3.0,Forastero (Arriba) ASS,Ecuador,-79.3666965,-1.3397668
Guido Castagna,Ghana,355,2009,64%,Italy,3.0,Forastero,Ghana,-1.0800271,8.0300284
Guido Castagna,Trinidad & Tobago,355,2009,64%,Italy,3.0, ,"Trinidad, Tobago",-60.750817543340034,11.17479165
Guido Castagna,Lacri Blend,355,2009,76%,Italy,3.0, ,Venezuela,-66.1109318,8.0018709
Guido Castagna,Blend,355,2009,64%,Italy,3.25, ,"Ven, Trinidad, Ecuador",0,0
Guittard,"Epique, Blend No. 49",1602,2015,70%,U.S.A.,3.75, , ,0,0
Guittard,Haiti,1053,2013,65%,U.S.A.,2.75, ,Haiti,-72.3570972,19.1399952
Guittard,Nicaragua,1053,2013,65%,U.S.A.,2.75, ,Nicaragua,-85.2936911,12.6090157
Guittard,Jamaica,1053,2013,65%,U.S.A.,3.25,Trinitario,Jamaica,-77.3947693,18.1850507
Guittard,Ecuador,1053,2013,65%,U.S.A.,3.5, ,Ecuador,-79.3666965,-1.3397668
Guittard,Coucher du Soleil,654,2011,72%,U.S.A.,2.75, , ,0,0
Guittard,Lever du Soleil,654,2011,61%,U.S.A.,3.25, , ,0,0
Guittard,Onyx,654,2011,72%,U.S.A.,3.25, , ,0,0
Guittard,Trinidad,552,2010,65%,U.S.A.,3.0,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55%,U.S.A.,3.0, ,Hawaii,-155.42837009716908,19.593801499999998
Guittard,Nocturne,387,2009,91%,U.S.A.,3.0, , ,0,0
Guittard,Complexite,387,2009,70%,U.S.A.,3.5,Blend, ,0,0
Guittard,Machu Pichu,259,2008,65%,U.S.A.,3.0, ,Peru,-75.0458515,-6.8699697
Guittard,Special Maker Reserve,276,2008,64%,U.S.A.,3.0, , ,0,0
Guittard,Ocumare,276,2008,65%,U.S.A.,3.5, ,Venezuela,-66.1109318,8.0018709
Guittard,Quetzalcoatl,147,2007,72%,U.S.A.,3.5,Blend, ,0,0
Guittard,Chucuri,15,2006,65%,U.S.A.,3.0,Trinitario,Colombia,-72.9088133,4.099917
Guittard,Sur del Lago,87,2006,65%,U.S.A.,2.5,"Trinitario, Criollo",Venezuela,-66.1109318,8.0018709
Guittard,"Sambirano, Ambanja",87,2006,65%,U.S.A.,3.5,"Criollo, +",Madagascar,46.4416422,-18.9249604
Guittard,"Los Rios, Quevedo",93,2006,65%,U.S.A.,3.5,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Guittard,Tsaranta,93,2006,61%,U.S.A.,3.5,Blend, ,0,0
Guittard,Semisweet,99,2006,61%,U.S.A.,3.0,Blend, ,0,0
Habitual,Papua New Guinea,1197,2014,80%,Canada,2.75, ,Papua New Guinea,144.2489081,-5.6816069
Habitual,Campesino w/ nibs,1197,2014,74%,Canada,2.75, , ,0,0
Habitual,Dominican Republic,1197,2014,75%,Canada,3.25, ,Dominican Republic,-70.3028026,19.0974031
Habitual,Trinitario,1197,2014,70%,Canada,3.5,Trinitario, ,0,0
Habitual,Downtown London,1201,2014,65%,Canada,2.75, , ,0,0
Habitual,Africa meets Latina,1201,2014,70%,Canada,3.0, , ,0,0
Habitual,Amazonas,1201,2014,80%,Canada,3.0, , ,0,0
Habitual,Sharkey,1201,2014,66%,Canada,3.25, ,Hawaii,-155.42837009716908,19.593801499999998
Habitual,one hundred,1205,2014,100%,Canada,2.0, , ,0,0
Hachez,Arriba,166,2007,77%,Germany,2.5,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55%,Ecuador,2.75,Trinitario,Ecuador,-79.3666965,-1.3397668
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70%,Ecuador,3.0,Trinitario,Ecuador,-79.3666965,-1.3397668
Haigh,South America and Africa,701,2011,70%,Australia,3.0, ,"South America, Africa",39.9001468,21.4173497
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85%,U.S.A.,3.25, ,Brazil,-53.2,-10.3333333
Harper Macaw,Brazil Blend,1696,2015,67%,U.S.A.,3.0, ,Brazil,-53.2,-10.3333333
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77%,U.S.A.,3.5, ,Brazil,-53.2,-10.3333333
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74%,U.S.A.,3.5, ,Brazil,-53.2,-10.3333333
Heilemann,Peru,1876,2016,64%,Germany,2.75, ,Peru,-75.0458515,-6.8699697
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70%,U.S.A.,3.25,Amazon,Belize,-88.7600927,16.8259793
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74%,U.S.A.,3.5,Amazon mix,Costa Rica,-84.0739102,10.2735633
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67%,U.S.A.,3.5,"Amazon, ICS",Bolivia,-64.9912286,-17.0568696
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67%,U.S.A.,3.0,Beniano,Bolivia,-64.9912286,-17.0568696
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67%,U.S.A.,3.75,EET,Ecuador,-79.3666965,-1.3397668
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67%,U.S.A.,3.75, ,Hawaii,-155.42837009716908,19.593801499999998
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72%,U.S.A.,3.5, ,Hawaii,-155.42837009716908,19.593801499999998
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70%,U.S.A.,3.5,EET,Ecuador,-79.3666965,-1.3397668
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77%,U.S.A.,3.5,EET,Ecuador,-79.3666965,-1.3397668
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68%,U.S.A.,3.75,"Amazon, ICS",Bolivia,-64.9912286,-17.0568696
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72%,U.S.A.,4.0,Beniano,Bolivia,-64.9912286,-17.0568696
hello cocoa,Uganda,1458,2015,57%,U.S.A.,2.75,Forastero,Uganda,32.2166578,1.5333554
hello cocoa,Venezuela,1462,2015,74%,U.S.A.,3.5,Criollo,Venezuela,-66.1109318,8.0018709
hexx,Tanzania,1546,2015,70%,U.S.A.,2.75, ,Tanzania,35.7878438,-6.5247123
hexx,Madagascar,1546,2015,74%,U.S.A.,3.0,Trinitario,Madagascar,46.4416422,-18.9249604
hexx,Venezuela,1546,2015,70%,U.S.A.,3.0, ,Venezuela,-66.1109318,8.0018709
hexx,Ecuador,1550,2015,73%,U.S.A.,3.25, ,Ecuador,-79.3666965,-1.3397668
hexx,Peru,1550,2015,70%,U.S.A.,3.25, ,Peru,-75.0458515,-6.8699697
Hogarth,Akesson's Estate,1712,2016,70%,New Zealand,2.75,Trinitario,Madagascar,46.4416422,-18.9249604
Hogarth,Carenero Superior,1712,2016,72%,New Zealand,2.75,Trinitario,Venezuela,-66.1109318,8.0018709
Hogarth,Conacado,1712,2016,75%,New Zealand,3.25,Trinitario,Domincan Republic,0,0
Hogarth,Gran Blanco,1712,2016,66%,New Zealand,3.5,Criollo,Peru,-75.0458515,-6.8699697
Hoja Verde (Tulicorp),Arriba,414,2009,80%,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador,-79.3666965,-1.3397668
Hoja Verde (Tulicorp),Manabi,414,2009,80%,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador,-79.3666965,-1.3397668
Hoja Verde (Tulicorp),Arriba,414,2009,72%,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador,-79.3666965,-1.3397668
Hoja Verde (Tulicorp),Arriba,414,2009,58%,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,-79.3666965,-1.3397668
Hoja Verde (Tulicorp),Manabi,414,2009,58%,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador,-79.3666965,-1.3397668
Holy Cacao,Maranon,1872,2016,70%,Israel,2.75, ,Peru,-75.0458515,-6.8699697
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70%,Israel,3.5, ,Ecuador,-79.3666965,-1.3397668
Holy Cacao,Sambirano,1466,2015,70%,Israel,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
Holy Cacao,Gran Couva,1466,2015,70%,Israel,3.5,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Holy Cacao,Mara,1466,2015,70%,Israel,3.5, ,Venezuela,-66.1109318,8.0018709
Holy Cacao,Ivory Coast,431,2009,70%,Israel,2.5, ,Ivory Coast,-5.5679458,7.9897371
Holy Cacao,Hispaniola,431,2009,70%,Israel,2.75, ,Dominican Republic,-70.3028026,19.0974031
Holy Cacao,San Martin,431,2009,70%,Israel,3.5, ,Peru,-75.0458515,-6.8699697
Holy Cacao,Hispaniola w/ nibs,431,2009,75%,Israel,3.75, ,Dominican Republic,-70.3028026,19.0974031
Honest,"Ecuador, w/ nibs",1327,2014,72%,South Africa,2.5, ,Ecuador,-79.3666965,-1.3397668
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70%,U.K.,2.75, ,St. Lucia,-60.975036,13.8250489
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70%,U.K.,4.0,Trinitario,St. Lucia,-60.975036,13.8250489
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100%,U.K.,1.75,Trinitario,St. Lucia,-60.975036,13.8250489
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75%,U.K.,3.0,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80%,U.K.,3.5,Trinitario,Vietnam,108.4265113,13.2904027
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90%,U.K.,3.0,Forastero (Nacional),Ecuador,-79.3666965,-1.3397668
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72%,U.K.,3.0,Trinitario,Madagascar,46.4416422,-18.9249604
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82%,U.K.,3.5,Forastero (Nacional),Ecuador,-79.3666965,-1.3397668
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100%,U.K.,2.75, ,Peru,-75.0458515,-6.8699697
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100%,U.K.,2.5,Forastero (Nacional),Ecuador,-79.3666965,-1.3397668
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100%,U.K.,2.75, ,Dominican Republic,-70.3028026,19.0974031
Hotel Chocolat (Coppeneur),Sambirano,809,2012,66%,U.K.,3.5,"Trinitario, Criollo",Madagascar,46.4416422,-18.9249604
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80%,U.K.,3.0,Forastero (Nacional),Ecuador,-79.3666965,-1.3397668
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65%,U.K.,3.0,Trinitario,St. Lucia,-60.975036,13.8250489
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65%,U.K.,3.25,Trinitario,St. Lucia,-60.975036,13.8250489
Hotel Chocolat (Coppeneur),Ecuador,552,2010,70%,U.K.,2.75, ,Ecuador,-79.3666965,-1.3397668
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70%,U.K.,3.0, ,Dominican Republic,-70.3028026,19.0974031
Hotel Chocolat (Coppeneur),Chuao,600,2010,70%,U.K.,2.75,Trinitario,Venezuela,-66.1109318,8.0018709
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72%,U.K.,3.0, ,St. Lucia,-60.975036,13.8250489
Hotel Chocolat (Coppeneur),Uganda,296,2008,80%,U.K.,2.5,Forastero,Uganda,32.2166578,1.5333554
Hotel Chocolat (Coppeneur),Tanzania,296,2008,75%,U.K.,2.75, ,Tanzania,35.7878438,-6.5247123
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72%,U.K.,3.0,Forastero,Sao Tome,6.7313031,0.3389242
Hummingbird,Lam Dong,1542,2015,70%,Canada,3.5,Trinitario,Vietnam,108.4265113,13.2904027
Hummingbird,Bolivia,1307,2014,70%,Canada,3.0,"Criollo, Trinitario",Bolivia,-64.9912286,-17.0568696
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70%,Canada,3.0,"Criollo, Trinitario",Bolivia,-64.9912286,-17.0568696
Hummingbird,Momotombo,1311,2014,70%,Canada,3.0,Trinitario,Nicaragua,-85.2936911,12.6090157
Hummingbird,Hispaniola,1311,2014,70%,Canada,3.75,Trinitario,Dominican Republic,-70.3028026,19.0974031
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70%,Canada,3.5, ,Dominican Republic,-70.3028026,19.0974031
Hummingbird,"Ocumare, Cumboto",1097,2013,70%,Canada,3.25,"Trinitario, Criollo",Venezuela,-66.1109318,8.0018709
Hummingbird,Amazonas,1097,2013,70%,Canada,3.75,Forastero,Venezuela,-66.1109318,8.0018709
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72%,Switzerland,3.75,Trinitario,Venezuela,-66.1109318,8.0018709
Idilio (Felchlin),Coopertiva Amazona,725,2011,72%,Switzerland,3.75,Criollo,Venezuela,-66.1109318,8.0018709
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72%,Switzerland,3.75, ,Venezuela,-66.1109318,8.0018709
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72%,Switzerland,3.25,Criollo,Venezuela,-66.1109318,8.0018709
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72%,Switzerland,3.75,Criollo,Venezuela,-66.1109318,8.0018709
Idilio (Felchlin),"Porcelana, Zulia",733,2011,74%,Switzerland,4.0,Criollo,Venezuela,-66.1109318,8.0018709
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72%,Switzerland,3.5,Criollo,Venezuela,-66.1109318,8.0018709
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70%,Switzerland,4.0,Trinitario,Venezuela,-66.1109318,8.0018709
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72%,Switzerland,4.0,Criollo,Venezuela,-66.1109318,8.0018709
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72%,Switzerland,4.0, ,Venezuela,-66.1109318,8.0018709
Indah,India (south),1788,2016,61%,India,2.5, ,India,78.6677428,22.3511148
Indaphoria,La Red,821,2012,70%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Indaphoria,"Conacado, Manifesto",907,2012,70%,U.S.A.,2.75, ,Dominican Republic,-70.3028026,19.0974031
Indi,Honduras,1255,2014,77%,U.S.A.,3.0, ,Honduras,-86.0755145,15.2572432
iQ Chocolate,"Satipo region, white label",943,2012,72%,Scotland,2.75,Criollo,Peru,-75.0458515,-6.8699697
iQ Chocolate,black label,943,2012,72%,Scotland,3.0, ,Peru,-75.0458515,-6.8699697
Isidro,Madagascar,1275,2014,72%,U.S.A.,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
Isidro,Peru,1279,2014,72%,U.S.A.,2.25, ,Peru,-75.0458515,-6.8699697
Isidro,Belize,1279,2014,72%,U.S.A.,3.25,Trinitario,Belize,-88.7600927,16.8259793
Isidro,Dominican Republic,1279,2014,72%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70%,U.S.A.,3.5,Trinitario,Belize,-88.7600927,16.8259793
Izard,"Elvesia P., Batch 32",1546,2015,70%,U.S.A.,2.75, ,Dominican Republic,-70.3028026,19.0974031
Jacque Torres,Trinatario Treasure,5,2006,71%,U.S.A.,2.0,Trinitario,Ghana,-1.0800271,8.0300284
Jordis,Madagascar,1534,2015,63%,Czech Republic,2.75,Trinitario,Madagascar,46.4416422,-18.9249604
Just Good Chocolate,Belize,1375,2014,70%,U.S.A.,3.5,Trinitario,Belize,-88.7600927,16.8259793
Just Good Chocolate,Madagascar,1375,2014,70%,U.S.A.,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
Just Good Chocolate,Peru,1375,2014,70%,U.S.A.,4.0, ,Peru,-75.0458515,-6.8699697
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70%,Domincan Republic,3.5, ,Dominican Republic,-70.3028026,19.0974031
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82%,Domincan Republic,3.0, ,Dominican Republic,-70.3028026,19.0974031
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55%,Domincan Republic,3.25, ,Dominican Republic,-70.3028026,19.0974031
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62%,Domincan Republic,3.25, ,Dominican Republic,-70.3028026,19.0974031
Kakao,Peru,837,2012,64%,Germany,2.5, ,Peru,-75.0458515,-6.8699697
Kakao,Vanuatu,387,2009,65%,Germany,3.75,Trinitario,Vanuatu,168.1069154,-16.5255069
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70%,Ecuador,3.0, ,Ecuador,-79.3666965,-1.3397668
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70%,Ecuador,3.5, ,Ecuador,-79.3666965,-1.3397668
Kallari (Ecuatoriana),Roberto,245,2008,75%,Ecuador,2.75, ,Ecuador,-79.3666965,-1.3397668
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85%,Ecuador,2.5, ,Ecuador,-79.3666965,-1.3397668
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85%,Ecuador,2.75, ,Ecuador,-79.3666965,-1.3397668
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85%,Ecuador,3.0, ,Ecuador,-79.3666965,-1.3397668
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75%,Ecuador,2.5, ,Ecuador,-79.3666965,-1.3397668
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85%,Ecuador,3.0, ,Ecuador,-79.3666965,-1.3397668
Kaoka (Cemoi),Noir,404,2009,70%,France,2.75, , ,0,0
Kaoka (Cemoi),Ecuador,423,2009,80%,France,2.75, ,Ecuador,-79.3666965,-1.3397668
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70%,U.S.A.,3.75, ,Dominican Republic,-70.3028026,19.0974031
Ki' Xocolatl,Dark,431,2009,72%,Mexico,2.0, ,Mexico,-100.000037,22.5000485
Kiskadee,"La Red, Guanconjeco",1251,2014,60%,U.S.A.,3.0,Trinitario,Dominican Republic,-70.3028026,19.0974031
Kto,San Martin,1422,2014,72%,U.S.A.,2.5, ,Peru,-75.0458515,-6.8699697
Kto,Ocumare,1422,2014,72%,U.S.A.,2.75, ,Venezuela,-66.1109318,8.0018709
Kto,Belize,1422,2014,72%,U.S.A.,3.0,Trinitario,Belize,-88.7600927,16.8259793
Kto,Sambirano Valley,1422,2014,72%,U.S.A.,3.25,Trinitario,Madagascar,46.4416422,-18.9249604
Kto,Belize,1426,2014,90%,U.S.A.,3.25,Trinitario,Belize,-88.7600927,16.8259793
Kto,Elvesia,1426,2014,72%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Kto,ROIG,1426,2014,72%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70%,U.S.A.,3.25, ,Haiti,-72.3570972,19.1399952
K'ul,"Maranon, Fortunato No. 4",1852,2016,70%,U.S.A.,2.75,Forastero (Nacional),Peru,-75.0458515,-6.8699697
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70%,U.S.A.,3.75, ,Ecuador,-79.3666965,-1.3397668
K'ul,"Bahia, Fazenda Camboa",1852,2016,70%,U.S.A.,3.75,Forastero,Brazil,-53.2,-10.3333333
Kyya,Uganda,1359,2014,72.5%,U.S.A.,2.5,Forastero,Uganda,32.2166578,1.5333554
Kyya,Hispaniola,1359,2014,72.5%,U.S.A.,3.0, ,Dominican Republic,-70.3028026,19.0974031
Kyya,Ecuador,1363,2014,72.5%,U.S.A.,2.5, ,Ecuador,-79.3666965,-1.3397668
Kyya,Madagascar,1363,2014,72.5%,U.S.A.,3.0,Trinitario,Madagascar,46.4416422,-18.9249604
L.A. Burdick (Felchlin),Peru,891,2012,74%,U.S.A.,3.25, ,Peru,-75.0458515,-6.8699697
L.A. Burdick (Felchlin),Brazil,891,2012,70%,U.S.A.,4.0, ,Brazil,-53.2,-10.3333333
L.A. Burdick (Felchlin),Chuao,927,2012,68%,U.S.A.,3.75,Trinitario,Venezuela,-66.1109318,8.0018709
L.A. Burdick (Felchlin),Quito,682,2011,74%,U.S.A.,3.75, ,Ecuador,-79.3666965,-1.3397668
L.A. Burdick (Felchlin),Grenada,576,2010,75%,U.S.A.,3.25,Trinitario,Grenada,-61.6904045,12.1360374
L.A. Burdick (Felchlin),Dominican Republic,576,2010,74%,U.S.A.,3.75, ,Dominican Republic,-70.3028026,19.0974031
L.A. Burdick (Felchlin),Venzuela,597,2010,71%,U.S.A.,3.0, ,Venezuela,-66.1109318,8.0018709
L.A. Burdick (Felchlin),Madagascar,431,2009,64%,U.S.A.,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
L.A. Burdick (Felchlin),Bolivian,451,2009,68%,U.S.A.,3.0, ,Bolivia,-64.9912286,-17.0568696
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70%,Japan,2.25,"Trinitario, Criollo",Peru,-75.0458515,-6.8699697
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70%,Japan,2.5,"Trinitario, Criollo",Peru,-75.0458515,-6.8699697
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70%,Japan,3.0,Criollo,Peru,-75.0458515,-6.8699697
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70%,Japan,3.0,"Trinitario, Criollo",Belize,-88.7600927,16.8259793
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74%,France,2.75, ,"Africa, Carribean, C. Am.",0,0
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60%,France,3.25, ,Tobago,-60.67200597857749,11.24046155
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56%,France,3.25, ,Ecuador,-79.3666965,-1.3397668
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66%,France,3.5, ,Dominican Republic,-70.3028026,19.0974031
La Maison du Chocolat (Valrhona),Grenada,741,2011,68%,France,3.5,Trinitario,Grenada,-61.6904045,12.1360374
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68%,France,3.25,Forastero,Ghana,-1.0800271,8.0300284
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69%,France,3.5,Criollo (Porcelana),Venezuela,-66.1109318,8.0018709
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60%,France,3.0, , ,0,0
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60%,France,3.75, , ,0,0
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74%,France,3.5,Blend,"Ven., Indonesia, Ecuad.",0,0
La Oroquidea,Peruvian Amazon,721,2011,72%,Peru,2.5, ,Peru,-75.0458515,-6.8699697
La Pepa de Oro,Vinces,713,2011,60%,Ecuador,3.25, ,Ecuador,-79.3666965,-1.3397668
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75%,France,2.75,Trinitario,Madagascar,46.4416422,-18.9249604
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75%,France,2.75,Trinitario,Vietnam,108.4265113,13.2904027
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75%,France,3.0, ,Cuba,-80.8328748,23.0131338
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75%,France,3.25, ,Peru,-75.0458515,-6.8699697
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75%,France,3.0, ,Ivory Coast,-5.5679458,7.9897371
